event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
SRB3357,"15 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,Zemun,,"Belgrade - Zemun",44.8483,20.3624,1,"N1TV Online - Serbia",National,"On 15 November 2024, large group of citizens, organized by the initiative 'Let's Defend Yugo' ('Odbranimo Jugu'), protested in Belgrade - Zemun against the demolition of the 'Hotel Jugoslavija' (a symbol of Tito's Yugoslavia) which started that day for the sake of building a luxury residential and business complex. Some of the protesters tore the advertising tarpaulins placed on the construction site fence.",0,"crowd size=large group",1732047035,11252,47644,146353,11252
SRB3358,"15 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Farmers (Serbia); Health Workers (Serbia); Journalists (Serbia); Labor Group (Serbia); Students (Serbia); Teachers (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Backa","Novi Sad",,"Novi Sad",45.2593,19.8291,2,Danas,Regional,"On 15 November 2024, people gathered at various locations in Novi Sad, as part of the campaign '14 minutes for 14 victims' which called for everyone to pause their activities and stand in the street at the exact moment when the concrete canopy at the railway station collapsed, killing 14 people in Novi Sad 14 days prior. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event. The largest crowd gathered in front of the railway station where the accident took place, while several hundred citizens blocked the street at the roundabout of Bulevar oslobodenja and Bulevar Jase Tomica. They held a black ribbon and released 14 balloons, each inscribed with the message 'Corruption is killing.' Citizens also blocked Bulevar Mihajla Pupina. Additionally, students and professors from the Faculty of Science and Mathematics, the Faculty of Medicine, and several highschools, including Karlovac and Laza Kostic highschools, gathered in front of their academic institutions. Actors and employees of the Youth Theater, as well as employees and journalists from Vojvodina Radio and Television, the Oil Industries of Serbia and the Clinical Center of Vojvodina participated outside their workplaces. At the request of a lawyer, witness hearings in the case against a former Vojvodina official who had been arrested during a protest a week earlier were interrupted for 14 minutes. Farmers in the suburban areas of Novi Sad also blocked roads in Kisac and Cenej. The campaign was initiated by members of opposition political parties in Novi Sad.",0,"crowd size=no report",1732047035,9541,41595,169916,9541
SRB3355,"14 November 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Serbia)","Labor Group (Serbia)",Rioters,"PSG: Movement of Free Citizens","Government of Serbia (2017-)","Political militia","Political militia-Rioters",,688,Europe,Serbia,"South Backa","Novi Sad",,"Novi Sad",45.2593,19.8291,1,"N1TV Online - Serbia",National,"On 14 November 2024, three men physically assaulted the local councilor, who also serves as the vice president of the Novi Sad PSG board, at the cultural center SKC Fabrika in Novi Sad. The attackers, members of the security staff at the cultural center, grabbed him by the neck, pulled him to the ground, and started strangling him. During the incident, the girlfriend of the PSG official was also slightly injured. The PSG official has accused the ruling SNS political party of being behind the attack.",0,"crowd size=3; local administrators",1732047035,9541,41595,169916,41595
SRB3386,"14 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Labor Group (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Branicevo,Kostolac,,Kostolac,44.7135,21.1692,1,"Radio Televizija Srbije",National,"On 14 November 2024, employees of 'Pro Tent' stopped working for several hours and gathered in front of the Directorate of Thermal Power Plants and Mines in Kostolac demanding equal pay with employees of EPS (Electric Power Industry of Serbia) for performing the same type of work. Additionally, they requested the same early retirement benefits that EPS employees receive.",0,"crowd size=no report",1733261096,2973,10908,21082,2973
SRB3354,"13 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia); Teachers (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Backa","Novi Sad",,"Novi Sad",45.2593,19.8291,1,FoNet,National,"On 13 November 2024, professors and students from the Academy of Art in Novi Sad gathered in front of the prosecution office and court in Novi Sad to demand the release of a student who had been arrested during the protests in their city on November 5, 2024.",0,"crowd size=no report",1732047035,9541,41595,169916,9541
SRB3353,"12 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Kolubara,Valjevo,,Valjevo,44.272,19.8874,1,"Danas; N1TV Online - Serbia",National-Regional,"On 12 November 2024, around 200 citizens (according to the Archive of public gatherings), organized by the 'Valjevo Resistance Movement' ('Valjevski pokret otpora'), staged a protest in Valjevo against lithium and borate mining, during which protesters threw eggs to the Info center of the Canadian company 'Euro Litijum Balkan'. In response, 'Euro Litijum Balkan' announced it would file a criminal complaint against the protest organizers.",0,"crowd size=around 200",1732047035,5855,23076,66513,5855
SRB3352,"12 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Labor Group (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Raska,Kraljevo,,Kraljevo,43.7259,20.6896,1,FoNet,National,"On 12 November 2024, citizens, along with representatives of the Associations of Independent Pharmacists 'Udruzenje samostalnih apotekara', staged a protest in Kraljevo in front of the city administration office demanding a referendum regarding the potential closure of Pharmacy Kraljevo, supported by 11.000 signatures which is legally sufficient to call for a referendum.",0,"crowd size=no report",1738712872,5532,21674,46623,5532
SRB3351,"11 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","DS: Democratic Party; Ecological Uprising; Green-Left Front; SSP: Party of Freedom and Justice",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,"Stari Grad",,"Belgrade - Stari Grad",44.823,20.4605,1,"N1TV Online - Serbia",National,"On 11 November 2024, between 9,000 and 10,000 citizens (according to the Archive of public gatherings) along with representatives from various opposition political parties-including the Ecological Uprising, SRCE: Srbija centar, Green-Left Front, DS, SSP, and the former mayor of Novi Sad - marched in protest from the Serbian government's building to the Presidency building in Belgrade - Stari Grad, demanding the resignation of the Prime Minister and the mayor of Novi Sad, holding them accountable for the deaths of 14 people Novi Sad, which occurred after the collapse of a concrete canopy at the train station. The protesters also called for a criminal prosecution of everyone responsible for this tragic event, the publication of all secret contracts related to the recent reconstruction of the train station in Novi Sad, and a control of all infrastructure projects that have been carried out in the last 10 years.",0,"crowd size=between 9,000 and 10,000",1732047035,9651,38334,101955,9651
SRB3349,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,Palilula,,"Belgrade - Palilula",44.8103,20.4744,1,"N1TV Online - Serbia",National,"On 10 November 2024, residents of Opovo blocked Zrenjaninski put in Belgrade - Palilula to protest against the removal of the only suburban public transport line that was connecting them with the city's center.",0,"crowd size=no report",1732047035,27316,37246,76878,27316
SRB3350,"10 November 2024",2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Serbia)",,"Political militia","SNS: Serbian Progressive Party",,"Political militia","Political militia-Political militia",,688,Europe,Serbia,Sumadija,Kragujevac,,Kragujevac,44.0109,20.909,1,BETA,National,"Property destruction: On 10 November 2024, an unidentified individual or individuals shattered a window displaying a picture of the Serbian President at the premises of the ruling SNS political party in Kragujevac. Party officials have accused members of the opposition of being responsible for the attack, while opposition politicians have denied these claims.",0,,1732047035,13095,22794,115608,
